,date,content,poster,posterUrl
230,2023-02-15,"Hi 大家好，我們是資策會數位轉型研究院資訊產業組，本組目前將開出兩個實習生職缺，包含：Facebook社群行銷企劃、產業推動實習生各1名，需求條件如下，歡迎有興趣的同學投遞履歷！😆。【公司簡介】「財團法人資訊工業策進會」（Institute for Information Industry, III）成立以來，參與規劃研擬並推動政府各項資訊產業政策、致力資通訊前瞻研發、普及與深化資訊應用、培育資訊科技人才及參與國家資訊基礎建設等各項業務，成就備受各界肯定。近年來，資策會順應環境快速變遷，調整宗旨、任務如下：以「數位轉型的化育者(Digital Transformation Enabler)」為定位，主要任務為整合智庫、人培與資通訊技術研發及推動之能量，發展符合產業需求的解決方案與應用服務，促進政府與產業的數位轉型。【社群行銷企劃實習生】徵求條件：對資訊科技產業有興趣具備Facebook社群行銷企劃、撰寫文案、廣告投放能力（加分條件：具社群小編經驗）資料蒐集與簡報製作能力熟悉 Microsoft Office具備良好溝通能力與執行力做事細心與耐心、有效率大四以上、研究生或應屆畢業生亦可（男、女不拘）多益成績 700 分以上或同等英文檢定成績【工作內容】1. 維運商業粉專(粉專內容與AI應用、資料科學、深度學習等議題相關)，與業主直接溝通粉專主題2. 商業提案簡報製作3. 協助產出粉專素材4. 針對業主需求與廣告代理商溝通廣告投放策略5. 專案資料整理，蒐集產業相關資訊，並整理或撰寫成文章6. 一週至少上班三天，其中一天需進辦公室，其他時間可遠距彈性上班(配合業主需求調整)此粉專與國際大廠NVIDIA合作共同維運，將為你的履歷大大加分!。【產業推動實習生】徵求條件：對資訊科技產業有興趣熟悉 Microsoft Office具資料蒐集與簡報製作能力具備良好溝通能力與執行力做事細心與耐心、有效率多益成績 700 分以上或同等英文檢定成績大三以上、研究生或應屆畢業生亦可（男、女不拘）【工作內容】1. 資訊供應鏈、智慧安全科技、資安等對應產業分析簡報製作(產業資訊蒐集、歸納整理)2. 政府單位簡報設計製作及排版美編3. 專案資料整理，蒐集產業相關資訊，並整理或撰寫成文章4. 參與電子資訊產業大廠外部會議，並協助整理會議紀錄5. 活動支援(如：展覽、頒獎典禮)6. 協助行政文書處理（如問卷資料、文件排版等）7. 一週至少上班三天，需進辦公室這份工作可以讓你學習政府產業推動的模式，並且有機會與電子資訊產業大廠直接面對面，接觸國家政策如何產生，並參與產業推動的完整專案！。【薪資待遇】時薪 180 以上（依學歷、經歷按照本會規定將再向上調整）【工作時間】每週3天以上，09:00-18:00（可實習9個月以上優先）【有勞健保】依法投保勞保、健保、勞工退休金【公司福利】定期部門聚餐，同事友善！實習生不定期收到飲料、食物XDD【設備提供】提供筆電【工作地點】台北市大安區信義路三段149號13樓，信義農會大樓【申請時間】即日起，履歷先到先審【應徵時請準備】履歷或作品集，請於信件中註明可上班時間【連絡方式】請來信至 monahsu@iii.org.tw有任何問題都可與我聯繫！",許妤靜,/profile.php?id=100003611948604&eav=AfZZGADIGgvbtTdJupwCFEQ7HBKF_A7-vl2WNopvzpbPm15hIvswKqApGOqsE7aUdyQ&refid=18&__tn__=C-R&paipv=0
231,2023-02-02,"2023中信金控暑期實習計畫🌟CTBC Rising Star🌟開放申請中!!。。📣收件至 2/24(五) 23:59截止。。【職務名稱及內容說明】。。九大實習組別提供多元選擇，無論你是什麼科系背景，都能在中信找到發光發熱的國際舞台！實習結束有機會獲得學期實習資格、正職offer，甚至拿到在業界有口皆碑的「中信MA儲備幹部」入場券！今年我們持續招收僑外學生，留在台灣發展的大好機會千萬別錯過囉！。。組別說明、資格要求、申請方式 請見官網➡️ https://careers.ctbcholding.com/zh_TW/recruit-job/Summer_Internship。。【工作時間】7/4~8/31 每周一至五 08:50~17:30。。【工作待遇】。。為了讓同仁安心工作，我們提供了包羅萬象的福利制度，滿足您食衣住行育樂的相關需求。。月薪 27,000~30,000元、配有電腦設備。。另有勞健保、午餐補助以及健身房圖書館等多項福利措施。。【工作地點】。。以南港中信金融園區及大台北地區為主。。【連絡方式】。。請於CTBC Careers招募官網下載制式履歷表填寫後，寄至招募團隊信箱 ba.summer.intern@ctbcbank.com。。🌟歡迎大家關注CTBC Careers 粉絲專頁，如有最新招募消息會第一時間公告在粉專及招募官網上喔！。。今年就跟我們一起成為 The Me I Want To Be~💪💪💪。。#CTBC #Careers #summerintern #暑期實習 #internship #GoBeyond",Ya-Fang Siao,/VanessaHsiao777?eav=AfabYBNlG6jZ4QQO7cSWgldjsAc39uzN2AGKDGElhrfxL7Tci5rBufhjzAJs6QTR7qU&refid=18&__tn__=C-R&paipv=0
232,2023-02-15,"#實習 #DuPont #外商 #新竹 #學生 #IT #Information #短期【美商 DuPont Intern】IT部門實習生徵才(專案6-8週)杜邦科技於全球70個國家擁有經營據點，在科學與創新基礎上，開發更智慧化、快速的電子產品，為智慧城市、電動汽車和自動駕駛提供關鍵元件。 在杜邦，公司規模雖大，但人與人之間的相處是融洽、尊重與開放的； 在杜邦，接受不同文化的洗禮，實習的生活不局限於自己的部門，非常精彩、充滿挑戰； 在杜邦，你不只是個實習生，只要用心感受、學習，有形與無形的收穫體現實習的價值。 【工作內容】🌸電腦設備/網路問題排除, 電腦硬體、軟體安裝🌸IT專案支援協助🌸區域網路服務、打印事務機協助🌸其他主管交辦事項【基本條件】🌼身分須為在校生🌼熟悉Windows操作系統及Office套件🌼具備IT基本知識(伺服器/路由器/防火牆/VPN等)🌼不限學校，對電腦相關感興趣並具備基本知識者【其他條件】🔹理工科系(資工、電機、資管科系尤佳)🔹擁有社團幹部、競賽或實習經驗🔹能與團隊進行互動溝通及跨部門溝通【工作地點】 新竹：新竹市東區力行四路2號(新竹科學園區內)【工作時間】 每周(週一~週五)出勤16~40小時(可以依課表彈性排班，上班時間、天數皆可討論)。 實習期間為6週~8週。【薪資待遇】學士時薪210元、碩士時薪230元【有無勞健保】有【人數需求】4位【福利】公司提供免費午餐與咖啡，如果您有興趣，公司也非常歡迎一同參與聚餐、尾牙、員工家庭日【聯絡方式】請寄送中文履歷至jessica.liu@manpowergrc.tw ，並於信件中簡單分享對於實習的期許與收穫，如過去有相關經驗也可以分享及最快可開始實習的時間，請記得留下聯絡方式，讓我們能盡快與您聯繫【備註】履歷先寄送先審核，尋找到適合的人才後便會停止徵才，歡迎有興趣的同學盡早與我們聯繫",Chialing Liu,/chialing.liu.7712?eav=AfZl8CeXs_FFAEvoKDDY1a0fcQ-YdcSmc2W7gEXONKlyoS7Aj65SJtOPwAdKyOmPQGo&refid=18&__tn__=C-R&paipv=0
233,2023-02-15,台南同學們看過來!!~~   【 實習】 立可人事代徵｜台南外企實習｜全球最大電動車找Sales Intern。 【公司名稱】Tesla 台灣特斯拉。 【工作職缺】Sales Intern。 【工作內容】。 •  代表公司將品牌理念傳遞給所有人。 •  參與公司內部部門會議，與正職員工們一起進行腦力激盪，企劃發想並執行。 •  協助公司的新品以及活動宣傳。 【徵求條件】。 •  配合度高、熱於分享、勇於提出想法。 •  一週可配合3-4天。 •  彈性配合工作、具備良好溝通能力。 •  對能源、電動產業有興趣。 •  學生、夜校生可。 【工作時間】。 •  一週至少安排3個全天，或一次只能4小時請給一週至少24hr的班。 •  週六週日要可以配合彈性排班（不一定都會排班但希望能彈性配合）。 •  長期配合，至少半年起，高機率轉正。 【薪資福利】。 •   時薪$200 （享勞基法保障）。 •   擁有轉正機會。 •   彈性自由的排班時間。 •   專屬產品相關知識課程。 •   到外縣市培訓/支援活動。 【有無勞健保】有、健保經要求後可在本公司納保。 【連絡方式】rtemp4@recruitexpress.com.tw。 【公司福利】辦公室也有吃不完的零食，歡迎熱愛美食的朋友們參與。。 【工作地點】台南安平服務體驗中心 南區新樂路22號。 【其他備註】美國最大的電動汽車及太陽能板公司，2018已經成為世界最暢銷充電式汽車公司。2021年10月，成為第六家市值破1兆美元的巨頭企業。如果你對外商公司、具有前瞻性的企業有興趣，又熱愛分享熱愛汽車產業，你就是我們要找的人😄。 官網連結：,李軒騰,/profile.php?id=100012237129189&eav=AfYynA_QXy21Ckjwe0tHmHp7kAZwmvRA_Lsl5H3nTXynNxDyctHgG3HWJp_Fq6MH7E0&refid=18&__tn__=C-R&paipv=0
234,2023-01-12,"已徵才結束,謝謝。【美商 DuPont Intern】Information Technology (IT)實習生徵才。杜邦科技於全球70個國家擁有經營據點，在科學與創新基礎上，開發更智慧化、快速的電子產品，為智慧城市、電動汽車和自動駕駛提供關鍵元件。。在杜邦，公司規模雖大，但人與人之間的相處是融洽、尊重與開放的；。在杜邦，接受不同文化的洗禮，實習的生活不局限於自己的部門，非常精彩、充滿挑戰；。在杜邦，你不只是個實習生，只要用心感受、學習，有形與無形的收穫體現實習的價值。。【工作內容】。🌸電腦設備/網路問題排除, 電腦硬體、軟體安裝。🌸OFFICE 文書處理、會議記錄相關辦公室資訊協助。🌸其他IT專案支援協助。🌸完成主管交辦事項。【基本條件】。🌼身分須為在校生。🌼熟悉電腦組裝與故障排除、常用軟體安裝及區域網路架設。🌼精熟英文能力。【加分條件】。🔹理工科系(資管、資工科系尤佳)。🔹擁有社團幹部、競賽或實習經驗。🔹善於接觸與人相關之事務，溝通表達能力佳。【工作地點】。大園廠（桃園市大園區中山北路280巷6號）。【工作時間】每週(週一~周五)實習3-5天,每次 4~8 小時(上班時段可依課表調整及討論)。【薪資待遇】學士時薪210元、碩士時薪230元。【有無勞健保】有。【人數需求】1位。【聯絡方式】請寄送中文履歷至jessica.liu@manpowergrc.tw ，並於信件中簡單分享對於實習的期許與收穫，如過去有相關經驗也可以分享，及最快可開始實習的時間，請記得留下聯絡方式，讓我們能盡快與您聯繫。【備註】履歷先寄送先審核，尋找到適合的人才後便會停止徵才，歡迎有興趣的同學盡早與我們聯繫。【福利】公司提供免費午餐與咖啡，如果您有興趣，公司也非常歡迎一同參與內部活",Chialing Liu,/chialing.liu.7712?eav=AfbCDiYBi7rg0750CIbQKQEb0YF0U9gpNkeeD5GERZJqDFCP1mKFt1Y0pEj7bBADfHc&refid=18&__tn__=C-R&paipv=0
235,2023-02-09,#投資 #社群 #實習 #軟體。。✅想要進入軟體產業，卻沒有相關經驗嗎？。✅喜歡社群，腦袋總是有無限靈感的點子王嗎？。✅趁年輕時學習投資，讓自己未來過的更輕鬆？只要以上 3 點有其中 1 項符合💡。那非常推薦你來 CMoney 股市爆料同學會！📍職務名稱: 股市爆料同學會 【運營×行銷實習生】。📍公司名稱: CMoney 全曜財經資訊股份有限公司。📍公司地址: 新北市板橋區文化路一段 268 號(捷運站走路 2 分鐘)。📍薪資待遇: NTD$176/hr。📍工作時數: 每週至少 3 日，部分天數可視情況遠端。📍提供設備: 升降桌椅、雙螢幕電腦、可申請個人筆電。📍公司福利: 零食咖啡飲料自助吧、保健食品隨你用、公司趣味活動。📍公司文化: 組織扁平化，沒有層疊的上下關係，大膽說出你的創意，你的想法。📍轉正機會: 實習期間表現優異，優先取得轉任正職機會。。📍你能學到:如何經營一個 300 萬會員的社群，並學習各式用戶運營操作如何看軟體的產品數據，並根據這些數據做運營決策如何應用各種行銷概念，實際用在行銷活動、行銷文案上📍工作內容:行銷規劃：擬定行銷策略，活動規劃、執行。➡ 讓你也一起參與決策產品運營：軟體維運規劃執行，產品推廣與用戶增長。➡ 讓你學習如何運營一個產品社群經營：經營不同社群渠道(FB、IG、Dcard 個版)，提升產品曝光。➡ 讓你學習不同社群的經營訣竅文案撰寫：各式文案撰寫。➡ 讓你學會社群、銷售文案要怎麼寫數據分析：行銷相關數據追蹤、分析洞察。➡ 讓你可以看懂數據，並根據數據行動📍CMoney獨有的福利:投資軟體，免費使用、用到飽投資課程，免費學習、上到飽一群和你暢談投資心得的有趣同事📬應徵方式:。請將 2 份檔案寄到下方信箱。 forum@cmoney.com.tw簡歷作品集(加分題) 一個你喜歡的運營 or 行銷案例分享,林兀,/profile.php?id=100005498610479&eav=AfbQxXunk41nNMDUJOHuM4GwtQkGBHrb2EpqdZ_c1pbQN2xAPWELs3LX1rk20qPDI2c&refid=18&__tn__=C-R&paipv=0
236,2022-12-26,"#Hiring #你的台語很流利卻無從發揮嗎?誠徵【實習生】!!【公司名稱】Medtronic (Taiwan) Ltd._美敦力醫療產品股份有限公司【工作職缺】Cardiac Rhythm Management Intern【徵求人數】2【徵求條件】1. 需為大專以上在學學生，碩一或大三為佳。2. 此為長期實習工讀，為期1年。3. 台語非常流利以及面對年長者有耐心4. 每週""希望能至少工作32小時""【工作時間】上班日為: 週一至週五，每日工作時間: 9:00 ~ 18:00，一週至少需要能上四天班以上，如有加班，將會比照勞基法給予加班費【薪資待遇】時薪220【工作內容】於心律不整暨心臟衰竭疾病管理事業部協助接聽病友及家屬電話資料核對與輸入、文件整理與歸檔協助主管交辦之行政工作。【有勞健保】有【連絡方式】有意願者，請於104投遞履歷https://www.104.com.tw/job/5318b?jobsource=company_jobemail: anchor.pak@medtronic.com【工作地點】台北市松山區敦化南路一段2號2樓",Anchor Pak,/anchor.pak?eav=AfZ2MqvgEDbNNePebKiCrvFpSJB3_bLk8vooT9OAudGyh7lnyAwXWuo3vrBjqt4fTSM&refid=18&__tn__=C-R&paipv=0
237,2023-02-07,#聯發科技 #暑期實習 #IC設計學程。 ​。 大家寒假過得好嗎😆。 祝新年新目標都可以順利實現！。 ​。 發哥實習生招募也即將緊鑼密鼓的展開囉！。 ​。 除了 #參與專案工作 #透過體驗確定職涯方向 #實習期間彈性(一周可請假2天) ​ #外縣市交通補助，最重要的是 #拿到Offer和研替身分比例高！。 (研替名額應會逐年遞減，我們會把珍貴的研替優先保留給實習預聘的同學)。 ​。 另外 #發哥學程會員會優先安排面試。 ​。 想要有個美好的2023+順遂畢業成為發哥員工的2024。 ​。 現在就手刀報名！(https://www.surveycake.com/s/mZvyl)。 🔸2/21 12:10-12:40 暑期實習線上說明會。 🔸2/23 12:10-12:40 IC設計學程說明會,林聖哲,/profile.php?id=100006289870521&eav=AfbzhRjW9mTIl8BPhP89sqRmte9mjmjg2nm8O5F4jfwZHqqwtzpj-HDzfLEIU_lgjD0&refid=18&__tn__=C-R&paipv=0
238,2023-02-13,【實習】Market Research Intern市場研究專案實習生 【公司名稱】Kantar Taiwan_模範市場研究顧問公司 【工作職缺】市場研究專案實習生 【工作時間】面議 【薪資待遇】時薪180元以上 【有無勞健保】有 【工作地點】台北市松山區八德路三段34號3樓 【徵求條件】多益 850分以上，對人及社會有興趣、具有敏銳度、極佳的觀察力 【公司福利】國內外實體及線上專業培訓及工作經驗分享、完善的新進員工教育訓練、凱度投資全球每位同仁均能免費使用LinkedIn Learning線上學習平台等等 投遞履歷：https://www.104.com.tw/job/667sn?jobsource=ios_share #市場研究 #market research #intern,陳彥伶,/profile.php?id=100002777751582&eav=AfZVKB1WkCMAGlC8xS4GcA-Z9cY4r6qGKdwxbx1Jf3FaFO1yRs16jd6_o0LztKkyi30&refid=18&__tn__=C-R&paipv=0
239,2023-02-13,【全台第一屆「新二代」青年東協文化培力計畫 |人才招募】有鑑於台灣新二代子女為數眾多並且在新南向臺商擁有如此多人才需求的狀況之下，在人才之間的培力與資源的銜接為一大考驗，因此我們規劃「新住民二代青年東協文化培力之計畫」使其成為下一代的新南向小尖兵！❗️❗️讓你大大提升個人能力的機會來了❗️❗️三大主軸✨【給你軟硬實力一次兼得😎 】課程內容包含：➤ 東南亞文化培育➤ 創新專案訓練➤ 專案實作服務四大亮點✨【讓你實戰經驗滿滿滿😎 】➤赴憶文化專案實作➜業師指導及實戰經驗➤參與文化培力課程➜取得越文檢定證書及證明➤社友公司參訪與見習➜業界產業接軌與交流➤累積東南亞相關經驗➜增加未來南向發展機會【徵求條件】✔️具有新住民子女之身分者。✔️就讀國內大專院校(不含五專前四年)日間部、進修學士班、碩士班、博士班具有學籍。✔️不限任何國籍，惟本年度課程主軸及語言訓練以越南為主。✔️願意全心投入計畫並完成所有培訓及規定。【申請方式】🔺申請期間：2023年2月7日(二)起至2023年2月25日(六)23:59止🔗點擊連結-甄選報名(https://reurl.cc/mZWa6l)🔺各階段錄取後會有Email通知進入下一階段資訊。【錄取期程】📍說明會於2023年2月19日辦理🔗點擊連結-線上說明會(https://reurl.cc/jRXLL1)📍書審結果於2023年3月1日寄信通知📍面審於2023年3月4日、3月5日辦理📍入選名單公告於2023年3月7日🔴本次計畫預計錄取「十位優秀新二代學員」。【活動公告】📌若想獲得更多相關資訊與最新消息，歡迎點選https://linktr.ee/foodeasttaiwan📌「計畫簡章」：https://reurl.cc/0EzDbl📌「甄選報名表單」：https://reurl.cc/mZWa6l📌「線上說明會」：https://reurl.cc/jRXLL1主辦方享有一切調整與解釋之權利- -培訓中，「彼此成長」是我們希望能帶給你，也帶給我們自己的！只要你敢問、願意學，ㄧ定能有很多收穫！如果你有興趣及符合資格，趕緊填寫報名表加入我們❤️💖,潘少,/chao.a.ma.9?eav=AfamVuh_RuMhmXNfx8SKaeZXHpMNMM8DKrLzZgrAFSArQRv-ZXLh4jQnB26jf2NhmQ8&refid=18&__tn__=C-R&paipv=0
240,2023-01-23,停徵 【旅友友旅行社 徵 製圖行銷實習生】。 全遠距工作 ! 在家工作就能賺錢的實習~ ♦️工作內容。 1. 協助行銷部製圖、海報、EDM，會使用 PS/AI、Canva、PPT 等可製圖工具。 2. 協助社群經營。 可參考附圖樣式 ♣️薪資待遇。 可採 時薪 $176/hr or 按件計酬（可面試討論） ♠️上班時間。 1. 工作地點不限，需剛開始來辦公室與行銷團隊認識了解工作即可（辦公室位於南京東路上）。 2. 一周約 10~16 小時，可在期限內完成工作即可（如可以每天 2 小時分配）。 3. 每週2小時進辦公室，辦公室距離小巨蛋站 4 號出口 50 公尺 ♥️應徵方式。 強烈建議附上作品集或製圖能證明。。 若對此職缺有興趣，歡迎將履歷與相關作品寄至 Email：clairetsai19@gmail.com。 有其他疑問也可以私訊 FB 問我或是寄信詢問~,蔡逸蕎,/tsai.claire.7?eav=AfayoO5uLSshSL8V3gXnHBQSF6S3pkbbejxtopbnyWevlNoJ4ARoJPneUJ0m14OthNQ&refid=18&__tn__=C-R&paipv=0
241,2023-01-31,#活動分享。【第三梯】大學生線上實習培育計畫大家好～。我是六角學院 社群行銷 Zoe✨。。✅我們是 六角學院。六角學院是一所線上課程學院。以前端、UI 設計課程為主 。目前海內外共有超過三萬名學員第一、二梯都直接秒殺的 #大學生線上實習培育計畫。今年第三梯此即將開放報名！💓此實習計畫適合：不知道未來職涯的方向擔心自己的能力無法跟業界接軌想要找相關的實習，卻一直找不到適合的機會想跨領域，但不確定可不可以過門檻想自學程式語言，但是不知道該從哪裡開始程式語言課程總是動輒上千，不然就是上萬，學生無法負擔如果你有以上的困擾 歡迎參加六角學院專屬為大學生舉辦的的實習培育計畫，一起來試試看，透過培訓計畫了解自己是否適合寫程式這條路💪。⭐六角學院將提供60 小時的影音課程內容，全免費，在家也可以自學程式語言！課程內容：從網頁切版到 JavaScript 課程完整學習。💁‍♂️課程講師：廖洧杰高雄前端社群發起人中華電信前端講師高雄大學前端講師十年實務經驗，授課時數超過一千小時。⭐活動相關資訊報名時間：2023/02/12 11:00 ~ 2023/02/18 23:59觀看影音課程期間：2023/03/01 - 2023/05/30費用：免費。詳細資訊：https://hexschool.tw/3FBP7,Zoe Lin,/profile.php?id=100002533661080&eav=Afbq0dOxYr3oOUETRmSkb8Btj00_aq2cHVnBjj7Q2KfEHTB40Hc2Jnc6NZpW9DRCjsA&refid=18&__tn__=C-R&paipv=0
242,2023-02-10,【STP20 臺大校園聯合講座】 ◾️想知道前尼爾森行銷研究顧問上海高級總監、Facebook大中華區總經理；擁有近13年的消費者相關經驗；現任 Uber Eats 副總經理的 Desmond，如何運用過往經驗帶領公司在疫情中逆成長？。 ​。 ◾️想知道悠遊卡公司董座 Ting 是如何推動公司轉型電子支付、打造台灣最大支付經濟平台，以及未來將如何帶領悠遊卡推動ESG結合數據應用、朝永續與零碳排邁進？。 ​。 ◾️想知道這些企業對後疫情時代有哪些獨到的見解嗎？。 ​。 我們榮幸邀請到 Uber Eats副總經理 Desmond 與悠遊卡董事長 Ting 來分享他們帶領公司的實戰經驗！。 講座將以「對話、互動式」進行，講師們很期待與各位同學們互動～也歡迎同學們事先準備好問題，屆時可以大方地向講師們交流喔🤩。 ​。 ​。 【講座相關資訊】。 ​。 ⏰ 時間 : 02/22（三） 19:00~21:00。 ​。 📍 活動地點 ​ : ​ 國立台灣大學新生教學館 教室103。 ​。 📌 講師 : Uber Eats副總經理/王道平Desmond、悠遊卡董事長/陳亭如Ting ​ 。 ​。 📌 主題：與CEO有約，談談經驗與未來。 ​。 📌 進行方式 : 實體、互動式講座方式。 ​。 報名連結🔗：https://forms.gle/5TD1GK53ozYyQ1eZ8。 ​。 本次講座由 STP種子人才培訓計畫 與 AIESEC臺大分會 聯合舉辦，講座中也有兩方的招生計畫說明，歡迎有興趣的同學報名參加喔😇,翁婉榆,/profile.php?id=100000308660439&eav=AfaNV6lovh8izDvr5Z07Fl-vIUfEC_-Ti0CwJ7_JhFuUB0G4Exb-Vn_mhy3L2g63eB0&refid=18&__tn__=C-R&paipv=0
243,2023-02-10,#實習 #新創 #外商 #公司開箱。PicCollage 拼貼趣 - 好評迴響加碼場 線上開箱活動又來囉 🎉活動的主軸為：📍想認識 PicCollage 拼貼趣公司文化、產品開發、團隊經營模式📍有興趣了解招募中職缺，並和成員面對面交流 (特別是 #產品 #前後端 #管理 #實習 領域! )📍同道中人交流切磋，你熟悉 Photo Video Editing / Generative AI / Computer Vision 等領域➡️ 此次活動加碼：由團隊的資深 PM 及 機器學習工程師分享最新的AI技術及產品應用🌟活動資訊 📜🗓️ 活動時間｜2023/02/23 (Thu.) 19:00-19:45 (GMT+8)⚠️ 提醒 | 為維護交流品質，主辦單位將依活動主旨相關性優先邀請相關之與會者。活動報名確認信和連結將在 2/20 (一) 起陸續寄送最新職缺列表：https://picc.co/careers/,郭家華,/canadakuo?eav=Afa87MKeE2-5xpWRUdPdfwfIvSv3KB84dui0c5E3Z0oJhmW5CNSrYWQfsDEq1nnMFps&refid=18&__tn__=C-R&paipv=0
244,2023-02-02,✨【精承永續企業顧問 誠徵長期工讀生】✨。 精承永續企業顧問隸屬於精英公關集團，專精公共議題溝通，主要有「企業聲譽管理」和「CSR相關服務」兩大核心服務！ 【工作內容】。 1. 新聞媒體監測報告撰寫與整理。 2. 協助永續專案內容研究並進行發想及提案。 3. 協助部分媒體、協力廠商或外部單位工作事項聯繫。 4. 其他專案庶務協助 【徵求條件】。 1. 熟悉office軟體操作。 2. 個性細心、反應快速、主動積極、負責。 3. 有社團或活動領導經驗者 【加分條件】。 1. 對於生活消費、百貨商場產業有興趣者佳。 2. 對於永續議題、企業永續發展推動、永續策略擬定有興趣者佳 【薪資待遇】。 時薪 $176/hr，提供勞健保 【工作地點】。 臺北市信義區東興路59號7樓 【工作時間】。 1. 最快2022/2/6 起，可長期配合者優先。 2. 每週需進辦公室至少兩天半（原則以半天為單位進行排班）。 3. 期望週一可配合全天上班。 4. 排班時間：週一8:30-17:30、週二到週五9:30~18:30 【連絡方式】。 有意者請將履歷寄至 Samantha@fides.com.tw，。 信件主旨請寫：應徵精承工讀生＿姓名 【其他】。 歡迎先到公司官網了解公司營運及過往案例：。 精承永續企業顧問官網：https://www.fides.com.tw/。 精承永續企業顧問臉書粉專：https://www.facebook.com/FidesConsultants/。 精英公關集團官網：https://www.eliteprgroup.com/tw,陳孟妮,/profile.php?id=100000407628460&eav=AfbEVph0tL1Ra0a8n77bb6opoRkefM8piAUBCi-rSMlUbYgvUS0tPTAngww3ersyGi0&refid=18&__tn__=C-R&paipv=0
245,2023-02-08,📢 We're Hiring!  << HRnetGroup 擴大招募 >>。 HRnetGroup (HRnetOne/ PeopleSearch/ RecruitFirst) Management Trainee 如果你喜歡挑戰自己，喜歡與人交談、擅長溝通，想培養市場洞見、掌握第一手消息，歡迎加入我們！！ 💪工作內容與能力條件：。 ▲ 搜尋市場人才、參與企業專案。 ▲ 協助整理人選、市場分析等文書報告。 ▲英文能力中上 。  ✨加分條件✨。 - 不怕與陌生人互動，喜歡團隊合作。 - 對身邊事物充滿好奇，同時具備如海綿般學習吸收能力。 - 保有彈性能快速調整，因應多變化工作需求 【工作時間】上班時間為09:00-18:00，中午休息1小時，每週至少3天。。 【工作地點】可觀景的台北101大樓 (24/ 28/ 52樓)。 【薪資待遇】時薪180- 190元，有勞健保。 【其他備註】表現優異者，畢業後可轉正，社會新鮮人也歡迎加入我們！ 我們相信人才就是最大的資產，不論你來自什麼科系都能找到你的不可取代性~。 即刻加入我們👇👇。 中/英履歷寄至招募團隊信箱twhr@hrnetgroup.com ，標題: 「應徵正職/實習顧問_就讀學校_科系年級_中英文名」。 #HRnetGroup亞洲（日本除外）最大跨國人事顧問集團🌏 。 #台灣連續6年私立就業服務機構評鑑A級 🅰。 #2022新加坡卓越管理企業TheBestManagedCompanies 🏆 #HRnetOne🧡 #PeopleSearch💙 #RecruitFirst💜 。 #擁有業內公認最佳培訓制度。 #畢業可轉正 。 #協助人選職涯規畫也規劃自己的職涯。 更多了解我們~。 LinkedIn: https://www.linkedin.com/in/hrnetgroup-taiwan-5b669b243/。 Instagram: https://www.instagram.com/hrnetgroup_taiwan/,高以安,/profile.php?id=100000901882960&eav=AfZjnL2sVD0Tc1xOrOjs4zJQpoZjI_d-VM4QoSPSxIQVNW-7KfIi8pQ76iCeBq2VfOs&refid=18&__tn__=C-R&paipv=0
